id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,station_lat,station_long,station_name,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.cross_street,location.formatted_address,location.locality,location.postcode,location.region,geocodes.drop_off.latitude,geocodes.drop_off.longitude,location.address_extended,geocodes.front_door.latitude,geocodes.front_door.longitude
oUjzpzY0BvxoV1Q5vK0qgg,meet-fresh-saint-laurent,Meet Fresh,https://s3-media1.fl.yelpcdn.com/bphoto/fROhPKktMB0gE3JpTSwHuQ/o.jpg,False,https://www.yelp.com/biz/meet-fresh-saint-laurent?adjust_creative=4AYHKPq3dEBTFlcXecT-WA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4AYHKPq3dEBTFlcXecT-WA,1.0,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'waffles', 'title': 'Waffles'}]",10.0,[],,15143370880.0,+1 514-337-0880,774.4959294570591,45.5186624,-73.7002282,1993 Boulevard Marcel-Laurin,,,Saint-Laurent,H4R 1K4,CA,QC,"['1993 Boulevard Marcel-Laurin', 'Saint-Laurent, QC H4R 1K4', 'Canada']",45.51431824920811,-73.70799824595451,Square Nelligan (des Appalaches / Alexis-Nihon),,,,,,,,,,,,,,,
Ej3z2mM8-E6rrfVpbET00w,omnivore-montréal-6,Omnivore,https://s3-media3.fl.yelpcdn.com/bphoto/A2-8UpquurUBUy0GmIlc0g/o.jpg,False,https://www.yelp.com/biz/omnivore-montr%C3%A9al-6?adjust_creative=4AYHKPq3dEBTFlcXecT-WA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4AYHKPq3dEBTFlcXecT-WA,9.0,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",10.0,[],,15143035757.0,+1 514-303-5757,442.6247283911304,45.51877057932119,-73.58365037068994,4306 Boulevard Saint-Laurent,,,Montreal,H2W 1Z3,CA,QC,"['4306 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Z3', 'Canada']",45.5148664330228,-73.58475860237377,Parc Jeanne-Mance (monument à sir George-Étienne Cartier),,,,,,,,,,,,,,,
gXiXYhqy5bfQDAfO_yls2g,bros-montréal,Bros,https://s3-media3.fl.yelpcdn.com/bphoto/Kh8DA_4BsJeCzWFA5cAbzw/o.jpg,False,https://www.yelp.com/biz/bros-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,2.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",10.0,[],,15145085700.0,+1 514-508-5700,1370.868884390539,45.49816,-73.62731,5700 Chemin de la Côte-des-Neiges,,,Montreal,H3T 2A8,CA,QC,"['5700 Chemin de la Côte-des-Neiges', 'Montreal, QC H3T 2A8', 'Canada']",45.50723,-73.615085,Édouard-Montpetit / de Stirling,,,,,,,,,,,,,,,
skNNzJ0O2IJ8hoeCTuJnvQ,le-muscadin-montreal-8,Le Muscadin,https://s3-media1.fl.yelpcdn.com/bphoto/LEU34YO-ITiRUkI_b1LsuQ/o.jpg,False,https://www.yelp.com/biz/le-muscadin-montreal-8?adjust_creative=4AYHKPq3dEBTFlcXecT-WA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4AYHKPq3dEBTFlcXecT-WA,19.0,"[{'alias': 'italian', 'title': 'Italian'}]",10.0,[],,15148420588.0,+1 514-842-0588,155.30422997689425,45.50749687716531,-73.5538224,443 Rue Saint-Vincent,,,Montreal,H2Y 3A6,CA,QC,"['443 Rue Saint-Vincent', 'Montreal, QC H2Y 3A6', 'Canada']",45.50761009451047,-73.55183601379395,de la Commune / Place Jacques-Cartier,,,,,,,,,,,,,,,
ZJsCMr5G95qiJsz727zcWQ,troy-montréal,TROY,https://s3-media1.fl.yelpcdn.com/bphoto/kSamLuL6QfBEiguEe3FRgQ/o.jpg,False,https://www.yelp.com/biz/troy-montr%C3%A9al?adjust_creative=BolX2q2f3YTuculokD_PGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BolX2q2f3YTuculokD_PGw,4.0,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bbq', 'title': 'Barbeque'}]",10.0,[],,15148274500.0,+1 514-827-4500,280.61616772392057,45.488421,-73.568242,1752 Rue Notre-Dame O,,,Montreal,H3J 1M3,CA,QC,"['1752 Rue Notre-Dame O', 'Montreal, QC H3J 1M3', 'Canada']",45.48631864401023,-73.5702332854271,Canning / Notre-Dame,,,,,,,,,,,,,,,
z07UNS-oBFdLa7pcWUBbvQ,l-oeufrier-saint-laurent,L'Oeufrier,https://s3-media2.fl.yelpcdn.com/bphoto/fjZdITH0qy90cRQRNMsqKw/o.jpg,False,https://www.yelp.com/biz/l-oeufrier-saint-laurent?adjust_creative=4AYHKPq3dEBTFlcXecT-WA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4AYHKPq3dEBTFlcXecT-WA,1.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",10.0,[],,15143031666.0,+1 514-303-1666,746.9793513122048,45.5199621,-73.70279839999999,2215 Boulevard Marcel-Laurin,,,Saint-Laurent,H4R 1K4,CA,QC,"['2215 Boulevard Marcel-Laurin', 'Saint-Laurent, QC H4R 1K4', 'Canada']",45.51431824920811,-73.70799824595451,Square Nelligan (des Appalaches / Alexis-Nihon),,,,,,,,,,,,,,,
tvNBuToE7-p81bn8MUG2MA,sushi-qnq-montréal,Sushi QnQ,https://s3-media4.fl.yelpcdn.com/bphoto/ptzt-4uVXh2fnfMZxCQDEQ/o.jpg,False,https://www.yelp.com/biz/sushi-qnq-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,1.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",10.0,[],,15147387831.0,+1 514-738-7831,776.6971322822868,45.50889555900228,-73.62476457596429,2647 Avenue Van Horne,,,Montreal,H3S 1P6,CA,QC,"['2647 Avenue Van Horne', 'Montreal, QC H3S 1P6', 'Canada']",45.50723,-73.615085,Édouard-Montpetit / de Stirling,,,,,,,,,,,,,,,
Nq1tTrmTQuKBzzUqhxb-wA,restaurant-cartier-arms-montréal,Restaurant Cartier Arms,https://s3-media1.fl.yelpcdn.com/bphoto/RM2NNAa_0ppU0dFlzF36sw/o.jpg,False,https://www.yelp.com/biz/restaurant-cartier-arms-montr%C3%A9al?adjust_creative=s4d59OFQ6_TSqbpb9iebkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=s4d59OFQ6_TSqbpb9iebkw,2.0,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'french', 'title': 'French'}]",10.0,[],,15145672444.0,+1 514-567-2444,495.9669793939186,45.51145,-73.55193,611 Rue Notre-Dame E,,,Montreal,H2Y 2H6,CA,QC,"['611 Rue Notre-Dame E', 'Montreal, QC H2Y 2H6', 'Canada']",45.51625372636654,-73.55291748050148,Wolfe / de la Gauchetière,,,,,,,,,,,,,,,
yw3rZx9nCEzvT1E6wAEDWw,les-delices-de-stanz-montréal-2,Les Delices De Stanz,https://s3-media2.fl.yelpcdn.com/bphoto/hzQV_faxqe-2UBVxD-8ZZA/o.jpg,False,https://www.yelp.com/biz/les-delices-de-stanz-montr%C3%A9al-2?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,1.0,"[{'alias': 'creperies', 'title': 'Creperies'}]",10.0,[],,14384838769.0,+1 438-483-8769,514.3503453756216,45.455986,-73.567863,5001 Rue Wellington,,,Montreal,H4G 1Y1,CA,QC,"['5001 Rue Wellington', 'Montreal, QC H4G 1Y1', 'Canada']",45.459487694540734,-73.57209205627441,Métro Verdun (Willibrord / de Verdun),,,,,,,,,,,,,,,
GqQ-6xuCIAG615xhLUxEbQ,buona-forchetta-montréal-2,Buona Forchetta,https://s3-media2.fl.yelpcdn.com/bphoto/cvdDiVP_JkgD1M9qBLM9aQ/o.jpg,False,https://www.yelp.com/biz/buona-forchetta-montr%C3%A9al-2?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,1.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",10.0,[],,15145216766.0,+1 514-521-6766,831.3785029683057,45.5384,-73.56974,2407 Avenue Du Mont-Royal E,,,Montreal,H2H 1L2,CA,QC,"['2407 Avenue Du Mont-Royal E', 'Montreal, QC H2H 1L2', 'Canada']",45.53166363055749,-73.56536373496056,Gauthier / de Lorimier,,,,,,,,,,,,,,,
6yRWDgX4ytolArl1sPY5sg,taco-signature-montréal,Taco Signature,https://s3-media1.fl.yelpcdn.com/bphoto/JsXM17S39n8eeMFZ75MT3Q/o.jpg,False,https://www.yelp.com/biz/taco-signature-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,2.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",10.0,[],,15144192120.0,+1 514-419-2120,690.298429254409,45.53547,-73.57253,2111 Avenue du Mont-Royal E,,,Montreal,H2H 1J9,CA,QC,"['2111 Avenue du Mont-Royal E', 'Montreal, QC H2H 1J9', 'Canada']",45.53166363055749,-73.56536373496056,Gauthier / de Lorimier,,,,,,,,,,,,,,,
uH4-Esv5-b31q2y89AqyAw,place-carmin-montréal,Place Carmin,https://s3-media3.fl.yelpcdn.com/bphoto/2lBuRbuXvi7hBlXUHhpZig/o.jpg,False,https://www.yelp.com/biz/place-carmin-montr%C3%A9al?adjust_creative=4AYHKPq3dEBTFlcXecT-WA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4AYHKPq3dEBTFlcXecT-WA,23.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",10.0,[],,15144390740.0,+1 514-439-0740,379.33374732422425,45.49820816147015,-73.5576066104322,740 Rue William,,,Montreal,H3C 1P1,CA,QC,"['740 Rue William', 'Montreal, QC H3C 1P1', 'Canada']",45.49750375338383,-73.55284452438353,de la Commune / King,,,,,,,,,,,,,,,
bIZbtbOhD404RJGvfGKc8w,pizza-bouquet-montréal,Pizza Bouquet,https://s3-media1.fl.yelpcdn.com/bphoto/7GaxPN5fJWNkFZHnP7KbYQ/o.jpg,False,https://www.yelp.com/biz/pizza-bouquet-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,15.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",10.0,[],,14383206069.0,+1 438-320-6069,387.35468298170304,45.53083599093628,-73.60811021045075,45 Rue Beaubien E,,,Montreal,H2S 1P8,CA,QC,"['45 Rue Beaubien E', 'Montreal, QC H2S 1P8', 'Canada']",45.527363,-73.607723,Waverly / Van Horne,,,,,,,,,,,,,,,
oN2QfdzUakuaqoNKA0u6DQ,robin-des-bois-montréal-4,Robin des Bois,https://s3-media2.fl.yelpcdn.com/bphoto/7mWMc38gHNy4VeWIJLiA0Q/o.jpg,False,https://www.yelp.com/biz/robin-des-bois-montr%C3%A9al-4?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,1.0,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}]",10.0,[],,15142881010.0,+1 514-288-1010,801.3834437357141,45.5251509,-73.56976929999999,3933 Avenue du Parc la Fontaine,,,Montreal,H2L 0C7,CA,QC,"['3933 Avenue du Parc la Fontaine', 'Montreal, QC H2L 0C7', 'Canada']",45.53166363055749,-73.56536373496056,Gauthier / de Lorimier,,,,,,,,,,,,,,,
52FLsOkRnwtLjdZe7hF7Vg,le-petit-boui-boui-montréal,Le Petit Boui Boui,https://s3-media4.fl.yelpcdn.com/bphoto/PI67vTkYS7_5bl7zjkms0w/o.jpg,False,https://www.yelp.com/biz/le-petit-boui-boui-montr%C3%A9al?adjust_creative=s4d59OFQ6_TSqbpb9iebkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=s4d59OFQ6_TSqbpb9iebkw,1.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",10.0,[],,15147278000.0,+1 514-727-8000,443.4070490826104,45.544964602629975,-73.60466249387905,1498 Rue Bélanger,,,Montreal,H2G 1A7,CA,QC,"['1498 Rue Bélanger', 'Montreal, QC H2G 1A7', 'Canada']",45.545350334193245,-73.61032962799072,Lanaudière / Jean-Talon,,,,,,,,,,,,,,,
PYjK1TxhXxOurhjFEhrLSA,kien-giang-express-montréal,Kien Giang Express,https://s3-media4.fl.yelpcdn.com/bphoto/celMoIsdkzZbUAyZr5Vcog/o.jpg,False,https://www.yelp.com/biz/kien-giang-express-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,1.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",10.0,[],,15145972727.0,+1 514-597-2727,288.33036244655415,45.53449,-73.55194,2669 Rue Ontario E,,,Montreal,H2K 1X1,CA,QC,"['2669 Rue Ontario E', 'Montreal, QC H2K 1X1', 'Canada']",45.53636263222538,-73.55421245098114,de Rouen / Hogan,,,,,,,,,,,,,,,
nKFzpzj_cXthidnwOncd-g,maquis-yasolo-montréal,Maquis Yasolo,https://s3-media1.fl.yelpcdn.com/bphoto/bVEWQ4cwXQ6YGrT6mKVD5g/o.jpg,False,https://www.yelp.com/biz/maquis-yasolo-montr%C3%A9al?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,4.0,"[{'alias': 'african', 'title': 'African'}]",10.0,[],,15142484498.0,+1 514-248-4498,183.9856846754092,45.47907,-73.58249,3763 Rue Notre-Dame O,,,Montreal,H4C 1P8,CA,QC,"['3763 Rue Notre-Dame O', 'Montreal, QC H4C 1P8', 'Canada']",45.48026417718717,-73.58099363744259,Rose-de-Lima / Workman,,,,,,,,,,,,,,,
iU-Xhq8BXiWHirjYqNkxgg,panzzerotti-montréal,Panzzerotti,https://s3-media2.fl.yelpcdn.com/bphoto/QDTtN5lB7fTYYriouImjaw/o.jpg,False,https://www.yelp.com/biz/panzzerotti-montr%C3%A9al?adjust_creative=s4d59OFQ6_TSqbpb9iebkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=s4d59OFQ6_TSqbpb9iebkw,14.0,"[{'alias': 'italian', 'title': 'Italian'}]",10.0,[],$$,15147221462.0,+1 514-722-1462,714.3472007168692,45.55063,-73.60508,2115 Rue Jean-Talon E,,,Montreal,H2E 1V4,CA,QC,"['2115 Rue Jean-Talon E', 'Montreal, QC H2E 1V4', 'Canada']",45.545350334193245,-73.61032962799072,Lanaudière / Jean-Talon,,,,,,,,,,,,,,,
msALzEDqyTGjjjv4Q4npkw,pang-ji-gui-lin-nouilles-montréal-2,Pang Ji Gui Lin Nouilles,https://s3-media1.fl.yelpcdn.com/bphoto/-6NDoLakrtTQ_nHBJRVEhA/o.jpg,False,https://www.yelp.com/biz/pang-ji-gui-lin-nouilles-montr%C3%A9al-2?adjust_creative=BolX2q2f3YTuculokD_PGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BolX2q2f3YTuculokD_PGw,2.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'noodles', 'title': 'Noodles'}]",10.0,[],,,,1046.1681712669529,45.45469013722431,-73.59445022391166,6396 Boulevard Monk,,,Montreal,H4E 3H9,CA,QC,"['6396 Boulevard Monk', 'Montreal, QC H4E 3H9', 'Canada']",45.44705915105563,-73.60229507088661,Métro Angrignon (Lamont /  des Trinitaires),,,,,,,,,,,,,,,
g9Oqos2aMJDbz3l1dmh6XA,restaurant-rizière-montréal-2,Restaurant Rizière,https://s3-media3.fl.yelpcdn.com/bphoto/2S8V9L0ssHQG1dhf1uBGZQ/o.jpg,False,https://www.yelp.com/biz/restaurant-rizi%C3%A8re-montr%C3%A9al-2?adjust_creative=rxEwtUPnpw_V72NRngZy-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rxEwtUPnpw_V72NRngZy-g,4.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'dumplings', 'title': 'Dumplings'}]",10.0,[],,15148425518.0,+1 514-842-5518,340.48341122276526,45.52015501716413,-73.58618901330831,4495 Boulevard Saint-Laurent,,,Montreal,H2W 1Z8,CA,QC,"['4495 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Z8', 'Canada']",45.520188,-73.590559,Villeneuve / St-Urbain,,,,,,,,,,,,,,,
